,sentence,label,tones
152,i still feel it does the genre a disservice when stories are resolved artifically,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.743063,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
153,i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,joy,"{  ""document_tone"": {    ""tones"": []  }}"
154,i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.677087,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.588818,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
155,i could feel her whimper to the thought of being unloved and uncared for,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.601207,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.91961,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
156,im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,surprise,"{  ""document_tone"": {    ""tones"": []  }}"
157,im sorry that there wasnt more humor in this post but im not feeling all that funny,surprise,"{  ""document_tone"": {    ""tones"": []  }}"
158,i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.688118,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
159,i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.781474,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
160,i feel strange coming back to work after my one day holiday,fear,"{  ""document_tone"": {    ""tones"": []  }}"
161,im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.538471,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.820852,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
162,i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
163,i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.580269,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.550415,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
164,i feel so sad and hopeless,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.974918,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
165,im getting the feeling that my classes are a little intimidated by the concept of a lit,fear,"{  ""document_tone"": {    ""tones"": []  }}"
166,i still feel groggy but i have to get up to do the routine for my son,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.6947,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
167,i have a feeling my view isnt going to be very popular and thats fine,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.727798,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
168,i want to hold this feeling of shocked awe and wonder forever,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.703984,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
169,when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.925351,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
170,i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.745797,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.534455,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.841239,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
171,i know there are days in which you feel distracted,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
172,i use it regularly with relaxing music and always feel invigorated afterward,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.752179,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.543112,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
173,im feeling distracted i tend to practice with my eyes shut as much as possible,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.822231,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
174,i feel like its perfect a w see youtube has its influences i even know trends,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.681969,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
175,i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.579346,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
176,i also didn t feel very weird sleeping in my bed while the two of them slept in hers,fear,"{  ""document_tone"": {    ""tones"": []  }}"
177,i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
178,ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.696968,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.872694,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.811849,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
179,i hope to feel a bit more creative again soon and miss its presence in my life blog,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
180,i am no fan of the current president i am a conservative and it made me feel unwelcome,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.620279,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
181,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
182,i begin to feel complacent with my life here,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.656199,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
183,i feel vulnerable and alone,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.878864,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.822231,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
184,i remember feeling inspired and thinking that it was a fine example of parenting,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.93884,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
185,i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.601851,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.801827,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.598602,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
186,i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.697492,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.773514,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
187,im there i simply feel contented,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.520367,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.620279,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
188,im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.626821,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.594263,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
189,i think im just being stupid feeling nervous,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.794761,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
190,i feel honored by it,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.822231,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
191,i was feeling an act of god at work in my life and it was an amazing feeling,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.769162,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.664451,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
192,i feel im like a bird flying in the air in a very carefree manner,joy,"{  ""document_tone"": {    ""tones"": []  }}"
193,i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,anger,"{  ""document_tone"": {    ""tones"": []  }}"
194,i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.917985,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.822231,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
195,i died would alex and matt feel regretful for not coming to visit,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.761654,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
196,i feel that educating families and supporting and educationg mamas and papas is key,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.734579,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
197,im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.506898,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.598602,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      },      {        ""score"": 0.746925,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
198,i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.775278,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
199,i have always liked to use the original fragrance to freshen up and lightly scent my underwear drawer to feel gorgeously glamorous and girly,joy,"{  ""document_tone"": {    ""tones"": []  }}"
200,i feel like i talented young man i don t feel talented then i don t to work with,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.724236,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
201,i feel curious about all this things around,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
202,i feel the reason were apart of each others lives is because im in his to help him become something to push him to succeed and be successful and happy,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.8573,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.532616,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
203,i feel now so uncomfortable with all of them i guess is me,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.664472,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
204,i feel pretty mellow so far about whatever healing wounding process may be getting underway,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.595669,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.974201,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
205,i wonder sometimes whether i have just added to the antagonism and misunderstanding that many people have towards those of us who feel reluctant to wholeheartedly support the traditional armistice day remembrances,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.851788,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.595347,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
206,i legs would feel shitty for a few miles but would come around like they always do,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.58393,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
207,i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.533248,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.546148,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
208,i seriously feel so blessed for the support that i have at home it s amazing,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.909905,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
209,i feel abused and maligned but mostly tired of the nervous feeling anticipating danger,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.762728,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
210,i am feeling pretty restless right now while typing this,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.500971,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.822231,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
211,i know gosman s is a touristy place to go if you are in the montauk area but infrequent visitors to this area want to head there for the harbor feel the gentle cawing of the seagulls lapping water against the wood pilings and relaxing breeze coming in off the water,love,"{  ""document_tone"": {    ""tones"": []  }}"
212,i have to admit these hilarious e cards are seriously exactly how i feel i am so stressed out i feel at any moment i could start hy,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
213,i wrote last year when i was feeling more dull and inarticulate than normal,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.578523,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
214,id kick myself into gear but i just feel irritable with no motivation what so ever,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.536265,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
215,i feel as a child innocent feelings illustrating a,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.724236,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
216,i have the satisfaction of feeling that i m no longer supporting or contributing to the looter driven consumerism that has made a walking corpse out of the america i so revered when i was younger,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.68041,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
217,i will start to feel resentful,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
218,i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.792575,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
219,i feel herpes coming i would be very surprised at this point if i make it out again after my checkup at the clinic on wednesday,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.567067,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.842108,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
220,i feel so fucked like everyday of my life,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.689249,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.856622,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
221,ive worked really hard all year to try to make each child in the class feel like they are valued,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.699766,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.778006,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
222,i am feeling disheartened with my words as of late,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
223,i didn t feel like i was being bitchy at the time but upon retrospect why wouldn t he think that i was trying to shake him off,anger,"{  ""document_tone"": {    ""tones"": []  }}"
224,i still second guess myself and still have a terrible time making definitive decisions but there are certain truths that i do know about myself and i feel assured by those truths,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.617549,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.664451,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.592138,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
225,i don t feel like eggs benedict i ll have something equally delicious,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.883154,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.842108,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
226,im feeling my way through and trusting myself,joy,"{  ""document_tone"": {    ""tones"": []  }}"
227,im feeling inspired by all the summery elements of my favorite past time beach bummin,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.896674,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.727798,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
228,i can feel that she smiled i love you even more gorgeous,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.966612,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.788547,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
229,i continue to define and discover what home can mean here in amsterdam whenever i feel a pang of blank sickness it is more in line with missing the cultural mindset of american city life which is much different from the cultural mindset of amsterdam,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.730388,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.817217,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
230,i make an arcade i have a very simple purpose and that is to try to make it feel absolutely comfortable physically emotionally practically and absolutely,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.552112,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.67368,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.839923,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
231,i can t say i feel all that sympathetic,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.547381,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.660207,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
232,i was feeling over eager and hopped on to the tube to ride the eye of london,joy,"{  ""document_tone"": {    ""tones"": []  }}"
233,i go online and i see a friend talking to another one and is not talking to me i feel ignored i feel unloved,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.672797,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
234,i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
235,i feel like that s so weird that i had cancer that one time,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.724301,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
236,i want to feel safe and well and that maybe just maybe theres a small chance my i can feel joy and my dreams can come true,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.805428,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
237,im feeling cranky,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.931034,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
238,i also think it is puzzling that after this particular administrator has singled me out for praise on my ability to get my students to read that he feels that ssr time is not a productive use of class time,joy,"{  ""document_tone"": {    ""tones"": []  }}"
239,i tried to fill it by befriending people that i knew were only using me but i didnt care because i needed to feel accepted even if it was by some complete loser,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.845124,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.825947,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
240,i feel stressed always,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.898327,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
241,i remember feeling another cramp but i also ignored it,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.741319,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
242,i hope i feel mellow well fed well slept at peace with myself within this external world,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.766728,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.775166,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
243,i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.554097,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.834024,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
244,im feeling awful because we hung out with my friend and her new baby the day before,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
245,i feel very relaxed and fine,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.870431,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.80026,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
246,i feel the suffering and i really feel the pain,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.905095,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.822231,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
247,i go to sleep i feel as if i m giving up precious time to do something else with my life,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.505542,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
248,i feel like i ve been neglecting my beloved mom blog,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.8152,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
249,i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,joy,"{  ""document_tone"": {    ""tones"": []  }}"
250,i just feel terrified like im on the edge of a precipice staring ahead,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.553187,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.91961,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
251,i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
252,i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.726496,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
253,i feel as if i was abused in some way,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.928936,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.735673,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
254,im still paying attention but i feel distracted,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.551865,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.974578,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
255,i started the third block feeling hot and cold and tingly all at the same time knowing that i still had five hours of examination ahead of me having no idea if any of it would do any good,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.890188,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
256,im hesitant to make suggestions because i feel as if the outcome would not be sincere,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.825947,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
257,i feel not too terribly fond of the majority at this precise time,love,"{  ""document_tone"": {    ""tones"": []  }}"
