,sentence,label,tones
2116,i was going for a sort of handheld cam feel lol that i was just delighted,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.936081,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2117,i feel like you will be completely satisfied with the results,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.547324,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.920855,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.849827,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
2118,i feel tortured and sickened exactly the way i felt the last day of lances leave,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.620847,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2119,i was kinda laying on my disappeared arm playing on the computer then i got up to turn eat dinner but on the way adjectives of a sudden this wierd feeling in my collar chest felt like a bounce of electricity shocked me or something then my left paw,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.563775,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.742675,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2120,i feel like my valuable college years are being wasted in daily routine,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.680294,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2121,i get the feeling people think im indecisive and childish which isnt entirely true not to the degree that i show it anyway,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.506797,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2122,i did sleep last night however but woke up at am feeling splendid other than sniffles and itchy throat and just wasnt sure how i could be so awake,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.680323,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.791901,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2123,i kept feeling enraged that she was in too,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.597258,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2124,i think the sooner we do the better well all feel greg im already in a distressed mood mom,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.557827,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2125,ive been feeling very mellow this evening,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.92125,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
2126,i feel awkward speaking to a native now,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.688741,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2127,i don t feel rejected or abandoned which speaks volumes to the expansion of my self worth,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.775166,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2128,i am feeling regretful and i apologise,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
2129,i am feeling so much love for my own mother and appreciative of all that she has done for me,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.683756,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.618451,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
2130,im so damn tired and i feel a little grouchy,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.530274,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.571156,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2131,i feel so contented just by relieving the scene in my mind,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.708902,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2132,i think one asset that makes you guys stand out from other bands is that your musicianship especially on the latest record hits the next level and i feel this is why you are accepted in so many genres especially the hardcore scene,love,"{  ""document_tone"": {    ""tones"": []  }}"
2133,i imagine is how this woman at the breast clinic had been feeling and how unfortunate that something like this did happen for her,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2134,i tried to answer as generally as i could but ive been struggling with my work lately and feeling pretty morose,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.805572,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.746925,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.91961,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2135,i may feel relieved or satisfied but i am probably not having fun,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.796533,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.987862,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2136,i feel like this way i would be less bothered,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.576441,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.864115,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2137,i cant help feeling ugly,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
2138,i questioned myself wondering why didnt i feel jubilant,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2139,i may resurrect when im feeling more generous i did an all too lengthy series on a history of my celebrity crushes,joy,"{  ""document_tone"": {    ""tones"": []  }}"
2140,im old enough that graduation and yk feels like just yesterday i find myself a bit stunned by this,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.839577,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2141,i wonder if am i alone in the fact that i am able to identify my destructive behaviors yet feel doomed to repeat them,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.563875,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.505851,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.842108,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2142,i am small people think i should feel amazing in a bathing suit,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.776045,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.73677,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2143,a father of children killed in an accident,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.575121,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2144,i feel bad for anyone who has ever had to watch a game with me,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.634763,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2145,i want to feel all year long that lovely warm tingle that october brings,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.727804,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2146,i feel stubborn and strong and ready to fight this disease,anger,"{  ""document_tone"": {    ""tones"": []  }}"
2147,i just feel cold said rachel,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.984352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2148,ive had little movie star tears come down but the way i feel is not relieved by that,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.664929,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2149,i am a mother though most days it still feels strange to realize i am one,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.682001,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2150,i feel a little jealous of the people who are sitting in the coffee shop all leisurely like at in the morning,anger,"{  ""document_tone"": {    ""tones"": []  }}"
2151,i feel like i am so devoted to so many other things that my time is being split up weirdly,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.535059,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2152,i was in sams angsty headspace jensens voice singing bon jovi was making me feel horny as hell,love,"{  ""document_tone"": {    ""tones"": []  }}"
2153,i mention that im feeling cranky,anger,"{  ""document_tone"": {    ""tones"": []  }}"
2154,i have a wonderful mother in law who has in every way has been like a mother to me for years more often than not i end up feeling a bit melancholy on mother s day,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.76725,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2155,im not sure how i feel about him yet he seemed kind of distracted and out of it but we decided wed give him until the end of the week to prove himself to us,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.585568,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.611228,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.660937,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2156,i know its been a long time and i feel so pathetic why i have to feel this way but i do,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.662994,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2157,im definately feeling the change but im refusing to feel impatient about it,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.716301,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2158,i posted about feeling like a super mom because i managed to care for myself my children my fiance and my house for one day while working and on little sleep,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.620279,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2159,i feel worthless for letting it happen,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.831955,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2160,i am a bit out of my comfort zone too and im feeling a tad apprehensive,fear,"{  ""document_tone"": {    ""tones"": []  }}"
2161,i feel like i smell pretty after i use it,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.842108,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.856622,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2162,i just feel like i m being a total pushover at the moment which anyone who knows me knows that i m not a pushover generous and willing to give the benefit of the doubt but not a pushover,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.687989,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.657939,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.641368,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2163,i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.709101,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2164,i no longer feel happy to score well,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.927109,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2165,im feeling more comfortable in the water,joy,"{  ""document_tone"": {    ""tones"": []  }}"
2166,i feel poles are most useful in pairs all price and stats in this review are for two poles,joy,"{  ""document_tone"": {    ""tones"": []  }}"
2167,i had grand plans of baking through my two days off but i mostly ended up just curled up on the couch pouting about not feeling well,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.655716,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.698904,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2168,i couldnt bring myself to blog about it right away mostly because i feel absolutely humiliated and heart broken,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.746662,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.778006,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2169,i feel pained if people are making this kind of statement,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.909883,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.942811,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2170,i feel like a paranoid annoyance when in reality she wouldve talked to anyone that way,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.603015,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.855825,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2171,when i saw my family after a separation of one year,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.541691,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2172,i feel frustrated or impatient,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.78561,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.991756,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2173,i left the place feeling heartbroken,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.925148,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2174,i feel a bit devastated because i really thought this was it and all that ive been through for this relationship would be worth it,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.639616,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.832004,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2175,i feel that they are just saying these things because they dont want to agree with me and be rude,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.704683,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2176,i really went to cut it i feel it s unfortunate and broken hearted,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.664961,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2177,i feel i am quite mad,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.6525,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2178,i was trying to catch the bus i explained feeling more than a bit dumb,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.556882,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2179,i didn t feel like she was shy so much as taking it all in as her mother has described her,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.799504,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.618451,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
2180,i really feel amazed on how they can do that,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.545174,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2181,i believe in luck and when luck is not on my side i feel beaten and sometimes upset,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.59053,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.641954,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.970807,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2182,i am feeling it and it s really ok,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.724236,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2183,i got to chat with rustie dean from my hometown moose jaw and everyone made me feel so welcomed and comfortable,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.637052,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2184,i actually feel like everything is going to be ok,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.901894,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.874372,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
2185,im feeling envious of my pregant co workers,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.713519,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2186,i should have been at the pub instead of which i stayed at home feeling morose and depressed,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.909517,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2187,i can stay awake whole night feeling all energetic and stuff,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.825035,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
2188,i cant help how i feel im sorry,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.606606,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2189,i feel fooled played and now relieved,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2190,i feel stunningly elegant tonight darling,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.569495,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2191,i feel lame i cant help but to shake the fear and i feel like im failing samuel by being afraid,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.935083,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.579367,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2192,i woke up feeling very distraught and aware of something terrible which will happen soon,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.56337,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
2193,i do however feel a tinge of regret now that i know how its damaged my abilities to breast feed,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.749966,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.713028,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2194,i can feel what hes feeling but not quite because this is his own beloved brother,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.506763,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2195,im still feeling a bit stunned by an experience i had tonight while watching a movie,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.60088,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2196,i look forward to continuing this challenge and feel so appreciative for the boost to get my nutrition on a healthy track especially for my pregnancy the most important time in my life to be eating healthy,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.898187,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2197,ive decided that the exes you had a real strong feeling whether love or just extremley caring you cant be just friends with them because it will eventually blow up in your face,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.623175,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.708394,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2198,i love the most about them is the slight cat eye shape of the lenses they instantly make me feel likeaudrey hepburn in breakfast at tiffanys so glamorous and of course that gorgeous case doesnt hurt either,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.836253,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2199,i stop learning or if i am feeling inhibited my performance flounders,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.509218,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.842108,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2200,i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.684114,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.91235,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2201,i get through feeling weepy about it sometimes i get resentful about it,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.585005,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.933436,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2202,i didn t want to leave but i didn t before i thanked her parents for trusting me to spend the night and that it made me feel like they respected me,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.583138,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2203,i listen to it a feel peaceful and happy and who couldnt use a big dose of that in their lives,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.944016,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2204,i amos does such a beautiful job retrofitting cohens song and really his basic arrangement too with her own piano work that it feels to me like more of an artistic effort than merely paying homage,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.712867,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
2205,i feel that the classroom is extremely dangerous,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.637821,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
2206,i did restart my gallery but only because i was feeling very vain and gorgeous at the time,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.693209,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.620279,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.660207,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
2207,i need to find a way to get over this yet i feel hopeless,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.514822,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.61476,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2208,i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.714471,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.909883,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2209,i read several pages and still feel unsure i feel i ve wasted my time and can t engage with the main argument,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.754024,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.769251,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2210,i feel as though the rest of my year will be jaded due to my love for this first,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.567391,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.93336,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2211,i am your friend then why do i sometime feel so insulted around you,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.584514,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.955608,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2212,i feel more inhibited to practice during public sessions compared to the lessons but any ice time is good ice time,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.565922,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.704683,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.882284,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2213,i fall victim to feeling inadequate if i am anywhere short of perfection in what i set of my expectations or what i perceive are the expectations of others,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.559846,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.664718,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.808897,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2214,i can feel the tortured emo poetry coming on already,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.637018,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2215,i wanted it to feel special for all the guests that alise and jeremy chose,joy,"{  ""document_tone"": {    ""tones"": []  }}"
2216,i am feeling overwhelmed by daily responsibilities by expectations of my family and job by the demands on my time by my physical tiredness by the feeling that my burdens will overtake me by financial hardships by,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.685157,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2217,im used to it but it still makes me feel empty,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.69145,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
2218,im just feeling strangely indecisive and also because i dont really believe that,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.589295,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.96417,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2219,i often times feel lost here because all our friends seem to leave us and move away,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.819925,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.58393,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
2220,i want to write that makes you feel the frantic induced nightlife of being on speed,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.506763,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
2221,i love the long summer evenings where you can shoot into o clock and not feel as pressured as the short daylight hours winter provides,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.694858,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
